id,sub_name,sub_code,lecture,tutorial,practical,credit_hours,contact_hours,sub_type,course_id,branch_id,wef_session,remarks,created_by,created_on,last_updated_by,last_updated_on,action
751,Computer Organization ,CSC14104,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
752,Numerical & Statistical Methods,AMR14101,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
753,English for Professional Communication,HSC14306,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
754,Algorithm Design & Analysis Lab,CSC14202,0,0,3,3,3,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
755,Computer Organization Lab,CSC14204,0,0,3,3,3,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
756,Composite Viva-Voce,CSC14501,0,0,0,4,0,Non-Contact,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
757,Co-Curricular Activities,SWC14701,0,0,0,3,0,Non-Contact,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
758,Combinatorics & Graph Theory,CSC15101,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
759,Operating Systems,CSC15102,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
760,Computer Networks,CSC15106,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
761,Computer Architecture,CSC15107,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
762,Operating Systems Lab,CSC15202,0,0,2,2,2,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
763,Computer Networks Lab,CSC15206,0,0,2,2,2,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
764,Project,CSC15801,0,0,4,4,4,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
765,Artificial Intelligence,CSC16101,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
766,Database Management Systems,CSC16105,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
767,Compiler Design,CSC16106,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
768,Managerial Economics,MSR14151,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
769,Database Management Systems Lab,CSC16205,0,0,2,2,2,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
770,Compiler Design Lab,CSC16206,0,0,2,2,2,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
771,Composite Viva Voce,CSC16501,0,0,0,4,0,Non-Contact,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
772,Project,CSC16801,0,0,4,4,4,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
773,Parallel & Distributed Computing,CSC17102,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
774,Software Engineering,CSC17103,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
775,Image Processing,CSE17101,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
776,Complexity Theory,CSE17112,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
777,Computational Number Theory,CSE17113,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
778,Functional & Logic Programming,CSE17103,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
779,Object Oriented Data Modeling,CSE17104,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
780,Information and Coding Theory,CSE17105,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
781,Pattern Recognition,CSE17107,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
782,Advanced Compilers,CSE17108,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
783,Data Mining,CSE17109,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
784,Computational Geometry,CSE17110,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
785,Evolutionary Computation,CSE17111,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
786,Image Processing,CSE17101,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
787,Complexity Theory,CSE17112,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
788,Computational Number Theory,CSE17113,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
789,Functional & Logic Programming,CSE17103,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
790,Object Oriented Data Modeling,CSE17104,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
791,Information and Coding Theory,CSE17105,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
792,Pattern Recognition,CSE17107,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
793,Advanced Compilers,CSE17108,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
794,Data Mining,CSE17109,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
795,Computational Geometry,CSE17110,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
796,Evolutionary Computation,CSE17111,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
797,Parallel & Distributed Computing Lab,CSC17202,0,0,2,2,2,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
798,Software Engineering Lab,CSC17203,0,0,2,2,2,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
799,Vacational Training,CSC17001,0,0,0,5,0,Non-Contact,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
800,Project,CSC17801,0,0,6,6,6,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
802,Wireless & Mobile Communication,CSC18103,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
803,Digital System Testing and Testable Design,CSE18101,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
804,Quantum Computing,CSE18112,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
805,Multimedia Systems,CSE18113,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
806,VLSI Design and Testing,CSE18114,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
807,Intrusion Detection Systems,CSE18115,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
808,Data Analytics,CSE18116,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
809,Soft Computing,CSE18102,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
810,Computational Biology,CSE18103,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
811,Distributed Operating Systems,CSE18106,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
812,Public Key Infrastructure and Trust Management,CSE18107,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
813,Computer Vision,CSE18108,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
814,Internet Technology,CSE18109,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
815,Fault Tolerant Computing Systems,CSE18110,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
816,E-Commerce Technologies,CSE18111,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
817,Digital System Testing and Testable Design,CSE18101,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
818,Quantum Computing,CSE18112,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
819,Multimedia Systems,CSE18113,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
820,VLSI Design and Testing,CSE18114,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
821,Intrusion Detection Systems,CSE18115,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
822,Data Analytics,CSE18116,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
823,Soft Computing,CSE18102,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
824,Computational Biology,CSE18103,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
825,Distributed Operating Systems,CSE18106,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
826,Public Key Infrastructure and Trust Management,CSE18107,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
827,Computer Vision,CSE18108,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
828,Internet Technology,CSE18109,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
829,Fault Tolerant Computing Systems,CSE18110,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
830,E-Commerce Technologies,CSE18111,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
831,Digital System Testing and Testable Design,CSE18101,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
832,Quantum Computing,CSE18112,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
833,Multimedia Systems,CSE18113,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
834,VLSI Design and Testing,CSE18114,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
835,Intrusion Detection Systems,CSE18115,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
836,Data Analytics,CSE18116,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
837,Soft Computing,CSE18102,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
838,Computational Biology,CSE18103,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
839,Distributed Operating Systems,CSE18106,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
840,Public Key Infrastructure and Trust Management,CSE18107,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
841,Computer Vision,CSE18108,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
842,Internet Technology,CSE18109,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
843,Fault Tolerant Computing Systems,CSE18110,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
844,E-Commerce Technologies,CSE18111,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
845,Wireless & Mobile Communication Lab,CSC18203,0,0,2,2,2,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
846,Composite Viva Voce,CSC18502,0,0,0,4,0,Non-Contact,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
847,Project,CSC18801,0,0,6,6,6,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
848,Electronic Devices,ECC13101,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
849,Digital Circuits,ECC13102,3,1,0,7,4,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
850,Network Theory & Filter Design,ECC13103,3,1,0,7,4,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
851,Methods of Applied Mathematics - I ,AMR13101,3,1,0,7,4,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
852,Data Structures,CSR13101,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
853,Electronic Devices Lab,ECC13201,0,0,3,3,3,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
854,Digital Circuits Lab,ECC13202,0,0,3,3,3,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
855,Network Theory & Filter Design Lab,ECC13203,0,0,3,3,3,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
856,Project and Seminar,ECC13801,0,0,2,2,2,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
857,Analog Circuits,ECC14101,3,1,0,7,4,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
858,CCA (Co-curricular Activities),SWC14701,0,0,0,3,0,Non-Contact,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
859,Signals & Systems,ECC14102,3,1,0,7,4,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
860,Electronic Instrumentation & Measurements ,ECC14103,3,1,0,7,4,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
861,Managerial Economics,MSR14151,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
862,Numerical & Statistical Methods,AMR14101,3,1,0,7,4,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
863,Analog Circuits Lab,ECC14201,0,0,3,3,3,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
864,Electronic Instrumentation & Measurements Lab,ECC14202,0,0,3,3,3,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
865,Project and Seminar,ECC14801,0,0,2,2,2,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
866,Composite Viva-voce,ECC14501,0,0,0,4,0,Non-Contact,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
867,Control Systems,ECC15101,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
868,Project and Seminar,ECC15801,0,0,4,4,4,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
869,Microprocessors,ECC15102,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
870,Analog Communication,ECC15103,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
871,Digital Signal Processing,ECC15104,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
872,Electromagnetic Theory ,ECC15105,3,1,0,7,4,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
873,Control Systems Lab,ECC15201,0,0,2,2,2,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
874,Microprocessors Lab,ECC15202,0,0,2,2,2,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
875,Analog Communication Lab,ECC15203,0,0,3,3,3,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
876,DSP Lab,ECC15204,0,0,3,3,3,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
877,Digital Communication,ECC16101,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
878,Project and Seminar,ECC16801,0,0,4,4,4,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
879,Composite Viva-voce,ECC16501,0,0,0,4,0,Non-Contact,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
880,Embedded Systems,ECC16102,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
881,Power Electronics,ECC16103,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
882,Microelectronics & VLSI,ECC16104,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
883,Computer Networks,CSR16102,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
884,Digital Communication Lab,ECC16201,0,0,3,3,3,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
885,Embedded System Lab,ECC16202,0,0,3,3,3,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
886,Power Electronics Lab,ECC16203,0,0,2,2,2,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
887,VLSI Design Lab,ECC16204,0,0,3,3,3,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
888,Optical Communication,ECC17101,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
889,Microwave and Antenna,ECC17102,4,0,0,8,4,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
890,Wireless Communications,ECC17103,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
891,Optical Communication Lab,ECC17201,0,0,3,3,3,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
892,Microwave and Antenna Lab,ECC17202,0,0,3,3,3,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
893,Project & Seminar,ECC17801,0,0,6,6,6,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
894,Vocational Training,ECC17001,0,0,0,5,0,Non-Contact,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
895,Radar & TV Engineering,ECE17101,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
896,Detection and Estimation Theory,ECE17110,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
897,Mine Electronics & Instrumentation,ECE17111,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
898,Operating Systems,ECE17112,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
899,Information Theory & Coding,ECE17113,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
900,Data Based Management Systems,ECE17114,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
901,Cryptography & Network Security,ECE17102,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
902,Soft Computing Methods,ECE17103,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
903,Digital Speech Processing,ECE17104,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
904,Antenna,ECE17105,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
905,Remote Sensing,ECE17106,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
906,Mathematical Tools for Electronics,ECE17107,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
907,Digital Signal Processing Architecture,ECE17108,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
908,Device Modeling & Simulation,ECE17109,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
909,Radar & TV Engineering,ECE17101,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
910,Detection and Estimation Theory,ECE17110,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
911,Mine Electronics & Instrumentation,ECE17111,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
912,Operating Systems,ECE17112,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
913,Information Theory & Coding,ECE17113,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
914,Data Based Management Systems,ECE17114,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
915,Cryptography & Network Security,ECE17102,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
916,Soft Computing Methods,ECE17103,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
917,Digital Speech Processing,ECE17104,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
918,Antenna,ECE17105,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
919,Remote Sensing,ECE17106,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
920,Mathematical Tools for Electronics,ECE17107,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
921,Digital Signal Processing Architecture,ECE17108,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
922,Device Modeling & Simulation,ECE17109,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
923,Analog Integrated Circuits,ECC18101,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
924,Telecommunication Switching System,ECC18102,3,1,0,7,4,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
925,Analog Integrated Circuits Lab,ECC18201,0,0,3,3,3,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
926,Telecommunication & Switching System Lab,ECC18202,0,0,3,3,3,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
927,Project & Seminar,ECC18801,0,0,6,6,6,Practical,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
928,Composite Viva-voce,ECC18501,0,0,0,4,0,Non-Contact,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
929,Digital Image Processing,ECE18101,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
930,Fiber Optic Sensors,ECE18110,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
931,Biomedical Instrumentation,ECE18111,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
932,Advanced Signal Processing,ECE18112,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
933,Optical Networks,ECE18113,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
934,Nanoelectronics,ECE18114,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
935,"VLSI Design	",ECE18102,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
936,Filter Design & Synthesis,ECE18103,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
937,Satellite Communication,ECE18104,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
938,EMI/EMC,ECE18105,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
939,Opto-electronic Devices,ECE18106,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
940,Optical Instrumentation & Measurement,ECE18107,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
941,Optical Network Security,ECE18108,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
942,Digital System Design,ECE18109,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
943,Digital Image Processing,ECE18101,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
944,Fiber Optic Sensors,ECE18110,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
945,Biomedical Instrumentation,ECE18111,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
946,Advanced Signal Processing,ECE18112,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
947,Optical Networks,ECE18113,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
948,Nanoelectronics,ECE18114,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
949,"VLSI Design	",ECE18102,3,0,0,6,3,Theory,b.tech,ece,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
